Date,EUR,GBP,HKD,HUF,ILS,INR,JPY,KRW,MXN,NOK,NZD,PLN,RON,RUB,SEK,SGD,THB,TRY
11/03/2021,0.83549,0.71577,7.7592,305.69,3.3033,72.596,108.46,1130.5,20.719,8.4309,1.3824,3.8232,4.0805,73.557,8.4631,1.3395,30.554,7.4382
12/03/2021,0.83801,0.71931,7.7635,306.86,3.3216,72.681,109.06,1135.45,20.83,8.4524,1.3939,3.8437,4.0937,73.494,8.4964,1.3453,30.78,7.58
13/03/2021,0.83801,0.71931,7.7635,306.86,3.3216,72.681,109.06,1135.45,20.83,8.4524,1.3939,3.8437,4.0937,73.494,8.4964,1.3453,30.78,7.58
14/03/2021,0.83801,0.71931,7.7635,306.86,3.3216,72.681,109.06,1135.45,20.83,8.4524,1.3939,3.8437,4.0937,73.494,8.4964,1.3453,30.78,7.58
15/03/2021,0.83893,0.71871,7.7645,308.41,3.3077,72.559,109.2,1134.2,20.689,8.4721,1.3916,3.8518,4.0977,73.112,8.5445,1.3456,30.73,7.5379
16/03/2021,0.8385,0.72065,7.7667,307.98,3.2951,72.514,108.9,1129.77,20.629,8.4712,1.3901,3.8515,4.0976,72.69,8.5014,1.3457,30.735,7.492
17/03/2021,0.83984,0.71948,7.7665,308.84,3.2884,72.588,109.2,1130.97,20.734,8.5003,1.3956,3.8747,4.1046,73.755,8.5122,1.3468,30.785,7.5164
18/03/2021,0.83949,0.71839,7.7647,309.08,3.2984,72.708,109.2,1127.64,20.594,8.4837,1.3908,3.8829,4.1016,73.984,8.5267,1.3443,30.87,7.3624
19/03/2021,0.84097,0.72124,7.7665,309.43,3.2977,72.509,108.94,1130.85,20.318,8.5794,1.3958,3.8853,4.1084,74.073,8.5563,1.343,30.84,7.2621
20/03/2021,0.84097,0.72124,7.7665,309.43,3.2977,72.509,108.94,1130.85,20.318,8.5794,1.3958,3.8853,4.1084,74.073,8.5563,1.343,30.84,7.2621
21/03/2021,0.84097,0.72124,7.7665,309.43,3.2977,72.509,108.94,1130.85,20.318,8.5794,1.3958,3.8853,4.1084,74.073,8.5563,1.343,30.84,7.2621
22/03/2021,0.8385,0.72307,7.7657,307.65,3.304,72.355,108.81,1127.6,20.656,8.5018,1.3933,3.8585,4.0971,74.543,8.5175,1.3409,30.87,7.8901
23/03/2021,0.84154,0.72539,7.7666,308.43,3.2903,72.456,108.55,1129.75,20.696,8.5654,1.4237,3.8871,4.1145,75.974,8.568,1.3427,30.985,7.88
24/03/2021,0.84567,0.72939,7.7685,308.61,3.2912,72.609,108.75,1131.6,20.739,8.5888,1.4345,3.9137,4.1336,76.279,8.5949,1.346,31,7.95
25/03/2021,0.84731,0.72927,7.7699,309.08,3.3122,72.666,109.09,1136.15,20.896,8.6132,1.436,3.9315,4.1404,76.267,8.6371,1.3471,31.135,7.9913
26/03/2021,0.84875,0.72571,7.7695,308.59,3.3323,72.551,109.78,1130.68,20.589,8.5943,1.4313,3.9461,4.1485,75.972,8.6492,1.3465,31.11,8.0227
27/03/2021,0.84875,0.72571,7.7695,308.59,3.3323,72.551,109.78,1130.68,20.589,8.5943,1.4313,3.9461,4.1485,75.972,8.6492,1.3465,31.11,8.0227
28/03/2021,0.84875,0.72571,7.7695,308.59,3.3323,72.551,109.78,1130.68,20.589,8.5943,1.4313,3.9461,4.1485,75.972,8.6492,1.3465,31.11,8.0227
29/03/2021,0.84861,0.72234,7.7748,307.47,3.3311,72.556,109.63,1132.46,20.749,8.5487,1.4261,3.9424,4.1603,75.9,8.6732,1.3459,31.17,8.1644
30/03/2021,0.85172,0.72718,7.7747,309.43,3.333,73.461,110.28,1133.93,20.634,8.5694,1.4304,3.9675,4.1913,75.939,8.7278,1.347,31.27,8.3298
31/03/2021,0.85288,0.72673,7.7742,309.83,3.3414,73.186,110.8,1129.37,20.513,8.5249,1.4302,3.9666,4.1981,75.326,8.732,1.3448,31.265,8.2942
01/04/2021,0.85135,0.72531,7.7768,308.05,3.333,73.412,110.7,1130.9,20.329,8.5483,1.4308,3.9238,4.1791,76.273,8.7479,1.3452,31.27,8.1647
02/04/2021,0.85135,0.72531,7.7768,308.05,3.333,73.412,110.7,1130.9,20.329,8.5483,1.4308,3.9238,4.1791,76.273,8.7479,1.3452,31.27,8.1647
03/04/2021,0.85135,0.72531,7.7768,308.05,3.333,73.412,110.7,1130.9,20.329,8.5483,1.4308,3.9238,4.1791,76.273,8.7479,1.3452,31.27,8.1647
04/04/2021,0.85135,0.72531,7.7768,308.05,3.333,73.412,110.7,1130.9,20.329,8.5483,1.4308,3.9238,4.1791,76.273,8.7479,1.3452,31.27,8.1647
05/04/2021,0.85135,0.72531,7.7768,308.05,3.333,73.412,110.7,1130.9,20.329,8.5483,1.4308,3.9238,4.1791,76.273,8.7479,1.3452,31.27,8.1647
06/04/2021,0.8466,0.72264,7.7768,305.04,3.3022,73.4,110.29,1120.18,20.268,8.531,1.4235,3.8871,4.1631,76.625,8.6869,1.341,31.37,8.1511
07/04/2021,0.84147,0.72421,7.7858,302.66,3.3016,74.36,109.86,1117.51,20.203,8.4597,1.4227,3.8502,4.1388,77.701,8.6133,1.3394,31.375,8.1813
08/04/2021,0.84225,0.72678,7.7787,302.07,3.2843,74.615,109.25,1115.9,20.172,8.4882,1.4196,3.8333,4.1437,77.032,8.5971,1.3405,31.455,8.1529
09/04/2021,0.84118,0.72895,7.7784,301.12,3.2884,74.706,109.71,1119.85,20.135,8.5069,1.4182,3.8183,4.1385,77.238,8.5569,1.3409,31.45,8.1513
10/04/2021,0.84118,0.72895,7.7784,301.12,3.2884,74.706,109.71,1119.85,20.135,8.5069,1.4182,3.8183,4.1385,77.238,8.5569,1.3409,31.45,8.1513
11/04/2021,0.84118,0.72895,7.7784,301.12,3.2884,74.706,109.71,1119.85,20.135,8.5069,1.4182,3.8183,4.1385,77.238,8.5569,1.3409,31.45,8.1513
12/04/2021,0.84005,0.7268,7.7759,299.42,3.2918,75.017,109.38,1124.38,20.135,8.4795,1.4209,3.8009,4.1333,77.251,8.5664,1.3411,31.505,8.1517
13/04/2021,0.84062,0.7288,7.7738,302.15,3.3036,75.42,109.47,1124.18,20.196,8.547,1.4245,3.8389,4.1378,77.202,8.5836,1.3434,31.59,8.145
14/04/2021,0.83584,0.7265,7.7662,299.74,3.2858,75.084,108.94,1114.9,20.103,8.4207,1.406,3.8062,4.1157,75.685,8.4782,1.3372,31.36,8.0903
15/04/2021,0.83542,0.72475,7.7681,299.86,3.2815,75.021,108.72,1115.54,20.005,8.3904,1.3965,3.8057,4.1145,77.051,8.4627,1.3345,31.225,8.1129
16/04/2021,0.83431,0.72412,7.7717,301.27,3.2777,74.454,108.77,1114.38,19.9241,8.3581,1.3954,3.7968,4.11,75.83,8.4311,1.3332,31.22,8.0671
17/04/2021,0.83431,0.72412,7.7717,301.27,3.2777,74.454,108.77,1114.38,19.9241,8.3581,1.3954,3.7968,4.11,75.83,8.4311,1.3332,31.22,8.0671
18/04/2021,0.83431,0.72412,7.7717,301.27,3.2777,74.454,108.77,1114.38,19.9241,8.3581,1.3954,3.7968,4.11,75.83,8.4311,1.3332,31.22,8.0671
19/04/2021,0.83091,0.71753,7.7669,299.32,3.2623,74.84,108.09,1114.16,19.8471,8.2869,1.3918,3.7784,4.0931,76.236,8.3909,1.3306,31.233,8.0763
20/04/2021,0.82981,0.71608,7.7628,299.65,3.25,75.139,108.41,1114.36,19.893,8.2952,1.3887,3.7777,4.0891,76.575,8.4049,1.3284,31.275,8.1125
21/04/2021,0.83285,0.71833,7.7629,301.74,3.2564,75.456,108.1,1119.52,19.9092,8.3637,1.393,3.7945,4.1026,76.689,8.4545,1.3301,31.37,8.1749
22/04/2021,0.83015,0.72103,7.7598,301.78,3.2622,75.037,108.17,1117.56,19.9303,8.3409,1.3937,3.7827,4.0905,75.818,8.4042,1.3283,31.355,8.2644
23/04/2021,0.82878,0.72025,7.7617,301.23,3.2534,74.979,107.72,1116.38,19.8458,8.3234,1.3925,3.7811,4.0813,74.863,8.4042,1.3269,31.369,8.3404
24/04/2021,0.82878,0.72025,7.7617,301.23,3.2534,74.979,107.72,1116.38,19.8458,8.3234,1.3925,3.7811,4.0813,74.863,8.4042,1.3269,31.369,8.3404
25/04/2021,0.82878,0.72025,7.7617,301.23,3.2534,74.979,107.72,1116.38,19.8458,8.3234,1.3925,3.7811,4.0813,74.863,8.4042,1.3269,31.369,8.3404
26/04/2021,0.82747,0.71969,7.7598,300.62,3.2412,74.787,108.02,1111.76,19.8436,8.3043,1.3841,3.7709,4.0739,74.952,8.383,1.3262,31.44,8.3101
27/04/2021,0.82727,0.71885,7.7618,300.11,3.2407,74.578,108.27,1111.41,19.9231,8.2787,1.3835,3.776,4.0745,74.917,8.3887,1.3256,31.37,8.2056
28/04/2021,0.8285,0.7207,7.7627,299.71,3.253,74.474,108.92,1114.29,20.027,8.268,1.3845,3.7994,4.0835,74.582,8.377,1.3264,31.36,8.1754
29/04/2021,0.82447,0.71655,7.7629,297.13,3.2462,74.079,108.99,1107.59,19.9819,8.1742,1.3771,3.764,4.0586,74.244,8.3373,1.3254,31.2,8.2195
30/04/2021,0.82768,0.71895,7.7649,297.85,3.2444,74.061,108.94,1114.25,20.058,8.2381,1.3854,3.7771,4.0792,75.079,8.4125,1.328,31.16,8.2583
01/05/2021,0.82768,0.71895,7.7649,297.85,3.2444,74.061,108.94,1114.25,20.058,8.2381,1.3854,3.7771,4.0792,75.079,8.4125,1.328,31.16,8.2583
02/05/2021,0.82768,0.71895,7.7649,297.85,3.2444,74.061,108.94,1114.25,20.058,8.2381,1.3854,3.7771,4.0792,75.079,8.4125,1.328,31.16,8.2583
03/05/2021,0.83029,0.72101,7.7677,298.85,3.2425,73.896,109.52,1122.51,20.265,8.3162,1.3937,3.7793,4.0908,75.349,8.4526,1.3321,31.19,8.3101
04/05/2021,0.83188,0.72182,7.7676,299.73,3.2524,73.879,109.19,1126,20.301,8.329,1.4048,3.792,4.0991,75.069,8.4579,1.3371,31.175,8.3279
05/05/2021,0.83299,0.71865,7.769,299.58,3.2663,73.878,109.29,1125.35,20.215,8.3172,1.3897,3.8132,4.1042,74.802,8.4919,1.3357,31.125,8.3444
06/05/2021,0.82919,0.71897,7.7682,297,3.2597,73.748,109.2,1121.71,20.249,8.3381,1.386,3.8033,4.0849,74.527,8.4527,1.3347,31.27,8.3325
07/05/2021,0.82926,0.71988,7.7669,296.88,3.2704,73.505,109.26,1119.93,20.069,8.3029,1.3873,3.7942,4.0853,74.194,8.3973,1.3319,31.17,8.2941
08/05/2021,0.82926,0.71988,7.7669,296.88,3.2704,73.505,109.26,1119.93,20.069,8.3029,1.3873,3.7942,4.0853,74.194,8.3973,1.3319,31.17,8.2941
09/05/2021,0.82926,0.71988,7.7669,296.88,3.2704,73.505,109.26,1119.93,20.069,8.3029,1.3873,3.7942,4.0853,74.194,8.3973,1.3319,31.17,8.2941
10/05/2021,0.82176,0.70832,7.766,293.58,3.249,73.35,108.73,1111.96,19.9244,8.2183,1.3701,3.7498,4.047,73.975,8.3191,1.3239,31.07,8.2583
11/05/2021,0.82169,0.70676,7.7672,294.45,3.2833,73.369,108.56,1118.51,19.8324,8.2432,1.3737,3.7405,4.0485,73.944,8.3098,1.325,31.1,8.2836
12/05/2021,0.82522,0.70802,7.7665,294.93,3.2788,73.411,108.78,1124.76,19.9521,8.2739,1.3825,3.7496,4.0653,74.187,8.3397,1.3288,31.22,8.3446
13/05/2021,0.82775,0.71238,7.7677,295.61,3.2923,73.554,109.57,1132.38,20.143,8.3826,1.3976,3.7635,4.0786,74.265,8.4198,1.3343,31.35,8.4971
14/05/2021,0.82488,0.71008,7.7663,293.26,3.2795,73.257,109.29,1128.49,19.8161,8.2549,1.3834,3.7299,4.0633,73.926,8.3531,1.3331,31.355,8.4281
15/05/2021,0.82488,0.71008,7.7663,293.26,3.2795,73.257,109.29,1128.49,19.8161,8.2549,1.3834,3.7299,4.0633,73.926,8.3531,1.3331,31.355,8.4281
16/05/2021,0.82488,0.71008,7.7663,293.26,3.2795,73.257,109.29,1128.49,19.8161,8.2549,1.3834,3.7299,4.0633,73.926,8.3531,1.3331,31.355,8.4281
17/05/2021,0.82352,0.71,7.7673,290.62,3.2849,73.318,109.2,1138.25,19.9028,8.29,1.39,3.7411,4.0566,74.076,8.363,1.3366,31.47,8.3719
18/05/2021,0.8182,0.70363,7.7657,286.78,3.2734,73.008,108.89,1127.57,19.7357,8.1922,1.3763,3.7018,4.0315,73.67,8.2935,1.3292,31.42,8.3362
19/05/2021,0.81887,0.70613,7.7644,287.3,3.2622,73.149,109.15,1129.95,19.8944,8.2753,1.3905,3.7003,4.0352,73.706,8.3224,1.3319,31.435,8.427
20/05/2021,0.81947,0.70802,7.7625,287.31,3.2655,73.064,108.95,1130.79,19.8984,8.3402,1.392,3.7002,4.0382,73.613,8.3433,1.3325,31.39,8.3679
21/05/2021,0.82048,0.70455,7.7649,286.44,3.2539,72.859,108.8,1126.56,19.9163,8.3213,1.3878,3.6833,4.0423,73.408,8.3049,1.3307,31.37,8.3813
22/05/2021,0.82048,0.70455,7.7649,286.44,3.2539,72.859,108.8,1126.56,19.9163,8.3213,1.3878,3.6833,4.0423,73.408,8.3049,1.3307,31.37,8.3813
23/05/2021,0.82048,0.70455,7.7649,286.44,3.2539,72.859,108.8,1126.56,19.9163,8.3213,1.3878,3.6833,4.0423,73.408,8.3049,1.3307,31.37,8.3813
24/05/2021,0.81887,0.70757,7.7656,284.53,3.2584,72.92,108.88,1126.29,19.9541,8.3598,1.3918,3.6726,4.0333,73.739,8.3254,1.3295,31.36,8.3874
25/05/2021,0.81539,0.70591,7.7623,284.46,3.2398,72.766,108.85,1121.63,19.8288,8.3142,1.3795,3.6561,4.0158,73.426,8.263,1.3254,31.35,8.4129
26/05/2021,0.81773,0.70594,7.762,286.66,3.2499,72.753,108.89,1117.02,19.8708,8.3228,1.3686,3.6774,4.0216,73.645,8.3002,1.3238,31.24,8.4492
27/05/2021,0.81981,0.70559,7.7619,285.74,3.248,72.602,109.38,1117.1,19.8852,8.3582,1.3707,3.6758,4.0303,73.405,8.3045,1.3237,31.3,8.4429
28/05/2021,0.82359,0.70635,7.762,286.48,3.2517,72.55,110.07,1116.67,20.029,8.3833,1.3845,3.695,4.0517,73.645,8.3388,1.3261,31.3,8.5981
29/05/2021,0.82359,0.70635,7.762,286.48,3.2517,72.55,110.07,1116.67,20.029,8.3833,1.3845,3.695,4.0517,73.645,8.3388,1.3261,31.3,8.5981
30/05/2021,0.82359,0.70635,7.762,286.48,3.2517,72.55,110.07,1116.67,20.029,8.3833,1.3845,3.695,4.0517,73.645,8.3388,1.3261,31.3,8.5981
31/05/2021,0.8196,0.70497,7.7608,284.9,3.2463,72.568,109.65,1108.14,19.9271,8.375,1.3769,3.6764,4.032,73.387,8.2952,1.322,31.2,8.5016
01/06/2021,0.818,0.70581,7.7589,283.4,3.2416,72.9,109.65,1108.7,19.9002,8.271,1.3773,3.6533,4.0238,73.546,8.2581,1.3226,31.17,8.5204
02/06/2021,0.82061,0.70675,7.7593,283.98,3.2537,73.1,109.73,1112.84,19.9581,8.3204,1.3822,3.6643,4.0381,73.453,8.2798,1.3236,31.15,8.587
03/06/2021,0.82055,0.7053,7.7583,283.76,3.2492,72.93,109.8,1114.1,19.9639,8.3286,1.388,3.6531,4.0387,73.209,8.2994,1.3244,31.13,8.6691
04/06/2021,0.82529,0.70719,7.7577,286.01,3.2566,73.005,110.09,1116.56,20.172,8.3816,1.3977,3.6893,4.0629,73.195,8.3395,1.3282,31.25,8.6806
05/06/2021,0.82529,0.70719,7.7577,286.01,3.2566,73.005,110.09,1116.56,20.172,8.3816,1.3977,3.6893,4.0629,73.195,8.3395,1.3282,31.25,8.6806
06/06/2021,0.82529,0.70719,7.7577,286.01,3.2566,73.005,110.09,1116.56,20.172,8.3816,1.3977,3.6893,4.0629,73.195,8.3395,1.3282,31.25,8.6806
07/06/2021,0.82223,0.70568,7.7582,284.42,3.2496,72.792,109.34,1111.03,19.7706,8.262,1.384,3.6723,4.0482,72.85,8.2677,1.3232,31.19,8.6254
08/06/2021,0.82088,0.70678,7.7595,285.55,3.243,72.878,109.41,1115.36,19.7587,8.2482,1.3861,3.6692,4.0419,72.468,8.2708,1.3233,31.19,8.5919
09/06/2021,0.82001,0.70564,7.7585,284.7,3.2435,72.948,109.37,1115.13,19.6302,8.2426,1.3879,3.654,4.0384,72.12,8.2489,1.3229,31.16,8.5815
10/06/2021,0.82142,0.70883,7.7597,284.33,3.2418,73.082,109.54,1116.12,19.7059,8.3061,1.3908,3.6815,4.0433,72.178,8.273,1.3249,31.171,8.484
11/06/2021,0.82474,0.70689,7.7599,285.56,3.2479,73.13,109.59,1114.3,19.7113,8.3157,1.3964,3.6862,4.0563,71.72,8.3005,1.3245,31.065,8.4098
12/06/2021,0.82474,0.70689,7.7599,285.56,3.2479,73.13,109.59,1114.3,19.7113,8.3157,1.3964,3.6862,4.0563,71.72,8.3005,1.3245,31.065,8.4098
13/06/2021,0.82474,0.70689,7.7599,285.56,3.2479,73.13,109.59,1114.3,19.7113,8.3157,1.3964,3.6862,4.0563,71.72,8.3005,1.3245,31.065,8.4098
14/06/2021,0.82563,0.7092,7.7616,289.91,3.245,73.233,109.77,1118.78,19.9125,8.3246,1.4002,3.7279,4.0623,72.242,8.3342,1.3268,31.14,8.3702
15/06/2021,0.8259,0.71151,7.7627,290.78,3.2436,73.34,110.08,1118.35,19.9851,8.327,1.403,3.736,4.067,72.052,8.3299,1.3266,31.15,8.5552
16/06/2021,0.82481,0.70793,7.762,290.06,3.2389,73.309,109.86,1118.63,19.9604,8.3477,1.3981,3.7253,4.061,71.956,8.3539,1.3257,31.15,8.5461
17/06/2021,0.83773,0.71647,7.7653,296.81,3.2612,74.122,110.66,1134.34,20.475,8.5426,1.4262,3.8012,4.1252,72.397,8.5369,1.3404,31.4,8.6373
18/06/2021,0.84048,0.721,7.7642,298.71,3.2695,73.987,110.2,1132.23,20.455,8.6458,1.4346,3.8235,4.1393,72.298,8.6006,1.3429,31.45,8.6955
19/06/2021,0.84048,0.721,7.7642,298.71,3.2695,73.987,110.2,1132.23,20.455,8.6458,1.4346,3.8235,4.1393,72.298,8.6006,1.3429,31.45,8.6955
20/06/2021,0.84048,0.721,7.7642,298.71,3.2695,73.987,110.2,1132.23,20.455,8.6458,1.4346,3.8235,4.1393,72.298,8.6006,1.3429,31.45,8.6955
21/06/2021,0.84097,0.72046,7.7644,297.8,3.2671,74.165,110.09,1134.63,20.598,8.6345,1.4344,3.812,4.1407,73.274,8.5916,1.3446,31.615,8.7867
22/06/2021,0.84076,0.71935,7.7657,298.6,3.2616,74.298,110.56,1135.63,20.583,8.5924,1.4302,3.811,4.1412,73.197,8.5396,1.346,31.72,8.693
23/06/2021,0.83675,0.71488,7.7656,292.31,3.2552,74.178,110.82,1136.27,20.271,8.5118,1.4179,3.7844,4.1221,72.546,8.4753,1.3442,31.785,8.6465
24/06/2021,0.8378,0.71953,7.7643,293.67,3.2499,74.145,110.76,1131.93,20.08,8.5238,1.4161,3.7906,4.1258,72.269,8.4729,1.3438,31.85,8.6965
25/06/2021,0.83682,0.71925,7.7616,294.46,3.2478,74.209,110.69,1126.65,19.8134,8.482,1.4126,3.7767,4.1224,72.126,8.4605,1.3418,31.81,8.6935
26/06/2021,0.83682,0.71925,7.7616,294.46,3.2478,74.209,110.69,1126.65,19.8134,8.482,1.4126,3.7767,4.1224,72.126,8.4605,1.3418,31.81,8.6935
27/06/2021,0.83682,0.71925,7.7616,294.46,3.2478,74.209,110.69,1126.65,19.8134,8.482,1.4126,3.7767,4.1224,72.126,8.4605,1.3418,31.81,8.6935
28/06/2021,0.83963,0.71965,7.7631,295.53,3.2606,74.299,110.94,1131.75,19.8598,8.5443,1.4212,3.7842,4.1367,72.259,8.5028,1.3446,31.975,8.7431
29/06/2021,0.84118,0.72298,7.7639,295.35,3.2604,74.277,110.65,1128.24,19.8612,8.5711,1.43,3.8016,4.1449,72.737,8.5389,1.3446,32.105,8.7155
30/06/2021,0.84147,0.72202,7.7662,295.93,3.2618,74.318,110.59,1128.75,19.8401,8.5592,1.4327,3.8035,4.1468,73.014,8.5081,1.3443,32.075,8.6848
01/07/2021,0.84147,0.72394,7.7645,296.08,3.2605,74.52,111.43,1132.5,19.9655,8.5918,1.4275,3.8004,4.1463,72.88,8.5609,1.3454,32.05,8.6929
02/07/2021,0.84581,0.72742,7.7677,297.81,3.274,74.693,111.43,1136.34,19.956,8.659,1.4369,3.8285,4.1684,73.687,8.592,1.3507,32.185,8.6932
03/07/2021,0.84581,0.72742,7.7677,297.81,3.274,74.693,111.43,1136.34,19.956,8.659,1.4369,3.8285,4.1684,73.687,8.592,1.3507,32.185,8.6932
04/07/2021,0.84581,0.72742,7.7677,297.81,3.274,74.693,111.43,1136.34,19.956,8.659,1.4369,3.8285,4.1684,73.687,8.592,1.3507,32.185,8.6932
05/07/2021,0.84274,0.72194,7.7686,296.25,3.2625,74.296,110.89,1130.31,19.8272,8.5773,1.4243,3.7973,4.1514,73.369,8.5484,1.345,32.12,8.6709
06/07/2021,0.84474,0.72183,7.7667,298.53,3.2643,74.514,110.65,1133.36,19.8167,8.629,1.411,3.7963,4.1615,73.467,8.5732,1.3448,32.21,8.6597
07/07/2021,0.84524,0.72268,7.7677,300.54,3.2668,74.618,110.61,1136.75,19.9239,8.6616,1.4166,3.8198,4.1643,74.212,8.6056,1.346,32.265,8.6693
08/07/2021,0.84474,0.7276,7.7688,302.9,3.2795,74.852,109.74,1149.97,20.098,8.7969,1.4401,3.8439,4.1622,75.207,8.6085,1.3533,32.52,8.6927
09/07/2021,0.84331,0.72321,7.7683,299.46,3.2825,74.524,110.02,1145.39,19.8853,8.7161,1.4321,3.8368,4.1564,74.228,8.5894,1.3517,32.55,8.6667
10/07/2021,0.84331,0.72321,7.7683,299.46,3.2825,74.524,110.02,1145.39,19.8853,8.7161,1.4321,3.8368,4.1564,74.228,8.5894,1.3517,32.55,8.6667
11/07/2021,0.84331,0.72321,7.7683,299.46,3.2825,74.524,110.02,1145.39,19.8853,8.7161,1.4321,3.8368,4.1564,74.228,8.5894,1.3517,32.55,8.6667
12/07/2021,0.84374,0.72199,7.7668,299.85,3.2838,74.595,110.15,1149.13,19.9173,8.7141,1.436,3.8426,4.1579,74.62,8.6068,1.3523,32.68,8.6375
13/07/2021,0.84431,0.72204,7.7651,301.14,3.2796,74.544,110.22,1145.53,19.8877,8.7036,1.4337,3.8574,4.1604,74.13,8.5966,1.3521,32.62,8.5888
14/07/2021,0.8466,0.72094,7.7668,303.15,3.274,74.492,110.31,1147.34,19.9568,8.747,1.4239,3.872,4.1726,74.06,8.6395,1.3537,32.615,8.5917
15/07/2021,0.84681,0.72138,7.7675,304.39,3.2647,74.562,110.03,1143.31,19.9323,8.7902,1.4301,3.874,4.1739,74.113,8.6658,1.3545,32.685,8.558
16/07/2021,0.84731,0.72274,7.7685,304.8,3.2872,74.589,110.18,1142.13,19.8771,8.8017,1.4265,3.8864,4.176,74.157,8.6789,1.3551,32.765,8.5173
17/07/2021,0.84731,0.72274,7.7685,304.8,3.2872,74.589,110.18,1142.13,19.8771,8.8017,1.4265,3.8864,4.176,74.157,8.6789,1.3551,32.765,8.5173
18/07/2021,0.84731,0.72274,7.7685,304.8,3.2872,74.589,110.18,1142.13,19.8771,8.8017,1.4265,3.8864,4.176,74.157,8.6789,1.3551,32.765,8.5173
19/07/2021,0.84991,0.73018,7.7698,305.52,3.296,74.987,109.6,1153.77,20.046,8.9563,1.4437,3.8998,4.1873,74.732,8.7143,1.3637,32.86,8.5961
20/07/2021,0.84926,0.73499,7.7732,305.27,3.296,74.667,109.58,1148.53,20.042,9.0166,1.4479,3.9027,4.183,74.463,8.7079,1.3678,32.81,8.549
21/07/2021,0.84947,0.73363,7.7742,305.98,3.2921,74.575,110.12,1154.91,20.195,8.9881,1.4444,3.9065,4.1841,74.346,8.7027,1.368,32.87,8.585
22/07/2021,0.84926,0.72665,7.7712,303.92,3.2717,74.446,110.26,1148.7,20.152,8.8149,1.4358,3.8778,4.1806,73.843,8.6832,1.3605,32.87,8.5535
23/07/2021,0.84983,0.72697,7.7692,305.2,3.2727,74.437,110.57,1150.84,20.076,8.8438,1.4316,3.883,4.1835,73.621,8.6772,1.3595,32.925,8.547
24/07/2021,0.84983,0.72697,7.7692,305.2,3.2727,74.437,110.57,1150.84,20.076,8.8438,1.4316,3.883,4.1835,73.621,8.6772,1.3595,32.925,8.547
25/07/2021,0.84983,0.72697,7.7692,305.2,3.2727,74.437,110.57,1150.84,20.076,8.8438,1.4316,3.883,4.1835,73.621,8.6772,1.3595,32.925,8.547
26/07/2021,0.84839,0.7251,7.776,306.82,3.2652,74.429,110.33,1154.4,20.092,8.8462,1.4328,3.8931,4.176,73.954,8.6578,1.3601,32.945,8.5665
27/07/2021,0.84674,0.72399,7.7828,304.34,3.2524,74.437,110.06,1152.2,20.041,8.8419,1.4357,3.887,4.1656,73.675,8.6071,1.3598,32.96,8.558
28/07/2021,0.84696,0.72072,7.7818,304.67,3.2601,74.388,110.08,1154.39,19.9729,8.8785,1.4409,3.893,4.1681,73.49,8.6358,1.36,32.845,8.552
29/07/2021,0.84225,0.71658,7.7716,301.59,3.2444,74.261,109.84,1145.52,19.8484,8.7588,1.4306,3.856,4.1451,73.275,8.5635,1.3537,32.85,8.4941
30/07/2021,0.84097,0.716,7.7749,300.4,3.2296,74.334,109.65,1151.07,19.8705,8.7802,1.4288,3.8379,4.1378,72.921,8.5668,1.3531,32.88,8.4085
31/07/2021,0.84097,0.716,7.7749,300.4,3.2296,74.334,109.65,1151.07,19.8705,8.7802,1.4288,3.8379,4.1378,72.921,8.5668,1.3531,32.88,8.4085
01/08/2021,0.84097,0.716,7.7749,300.4,3.2296,74.334,109.65,1151.07,19.8705,8.7802,1.4288,3.8379,4.1378,72.921,8.5668,1.3531,32.88,8.4085
02/08/2021,0.84133,0.71991,7.7737,299.52,3.224,74.373,109.52,1150.66,19.8216,8.7931,1.4337,3.8332,4.1376,72.707,8.574,1.3519,32.94,8.3444
03/08/2021,0.8414,0.71817,7.7769,298.35,3.2151,74.228,109.13,1148.16,19.8519,8.7794,1.4264,3.8336,4.1382,72.958,8.586,1.3509,33.02,8.3783
04/08/2021,0.8431,0.71792,7.7764,298.66,3.2067,74.159,109.02,1142.77,19.8617,8.8146,1.4151,3.8309,4.1468,72.937,8.5971,1.349,33.11,8.4407
05/08/2021,0.84388,0.71781,7.7772,298.69,3.2097,74.118,109.53,1142.06,19.9249,8.811,1.4143,3.838,4.1484,73.063,8.6062,1.3499,33.24,8.5363
06/08/2021,0.84696,0.71856,7.7773,298.74,3.2156,74.109,109.8,1142.67,19.9187,8.8278,1.4175,3.859,4.1636,73.194,8.6121,1.3511,33.335,8.5869
07/08/2021,0.84696,0.71856,7.7773,298.74,3.2156,74.109,109.8,1142.67,19.9187,8.8278,1.4175,3.859,4.1636,73.194,8.6121,1.3511,33.335,8.5869
08/08/2021,0.84696,0.71856,7.7773,298.74,3.2156,74.109,109.8,1142.67,19.9187,8.8278,1.4175,3.859,4.1636,73.194,8.6121,1.3511,33.335,8.5869
09/08/2021,0.85027,0.72056,7.7817,300.88,3.2183,74.245,110.11,1144.31,20.026,8.918,1.4253,3.881,4.1777,73.446,8.6876,1.3556,33.44,8.6454
10/08/2021,0.8531,0.72145,7.7826,301.02,3.2268,74.382,110.46,1151.48,20.102,8.9302,1.4296,3.9033,4.1938,73.639,8.714,1.3581,33.46,8.6003
